Customer_Name,Age,Gender,Visited_With_Family,Room_No,Num_Of_People,Reason_To_Visit,Room_Type,Cleanliness_Rating,Comfort_Rating,Staff_Performance,Facilities_Rating,Location_Rating,Overall_Satisfaction_Score
Naina,51,Female,Yes,501,2,Travel,Single Room,3,1,1,1,5,2.2
Isha,69,Female,Yes,208,3,Travel,Double Room,4,4,1,3,5,3.4
Parvati,37,Female,No,208,2,Vacation,Double Room,5,4,5,5,1,4
Diya,70,Female,No,901,1,Business,Single Room,4,5,2,1,5,3.4
Geeta,67,Female,Yes,1005,3,Travel,Suite,4,1,4,3,4,3.2
Harshit,59,Male,No,1010,3,Education,Suite,4,1,4,1,2,2.4
Yash,57,Male,Yes,405,2,Vacation,Double Room,1,4,3,1,2,2.2
Anil,66,Male,No,607,3,Education,Suite,2,3,5,3,3,3.2
Aryan,36,Male,Yes,303,1,Business,Single Room,1,2,3,2,1,1.8
Gaurav,29,Female,No,209,3,Vacation,Suite,4,4,4,1,1,2.8
Pooja,48,Female,Yes,607,4,Travel,Suite,1,1,1,3,3,1.8
Sanjay,47,Male,No,1008,3,Vacation,Suite,4,2,5,2,1,2.8
Sarika,67,Female,Yes,309,3,Vacation,Suite,3,3,2,5,4,3.4
Neha,29,Female,Yes,310,3,Education,Suite,1,4,1,2,1,1.8
Tarun,29,Male,No,1006,3,Education,Suite,1,1,2,3,2,1.8
Rohan,48,Male,No,309,3,Vacation,Suite,4,2,5,2,2,3
Anjali,34,Female,No,1009,3,Business,Suite,3,3,3,4,2,3
Isha,29,Female,No,306,2,Business,Double Room,3,1,5,3,4,3.2
Harshit,18,Male,No,403,1,Vacation,Single Room,3,3,4,1,3,2.8
Tanya,33,Female,Yes,107,3,Travel,Double Room,5,1,1,4,1,2.4
Vijay,20,Male,No,1007,3,Vacation,Suite,5,3,4,3,1,3.2
Sarika,37,Female,No,102,1,Education,Single Room,3,5,4,5,1,3.6
Diya,51,Female,No,904,2,Vacation,Double Room,5,3,1,3,1,2.6
Sameer,26,Male,Yes,705,3,Business,Double Room,1,2,5,5,2,3
Deepak,68,Male,No,304,1,Vacation,Single Room,1,5,1,4,1,2.4
Ajay,24,Male,No,902,1,Vacation,Single Room,5,1,4,5,5,4
Rashmi,48,Female,Yes,402,1,Vacation,Single Room,5,5,4,4,1,3.8
Pooja,20,Female,Yes,508,3,Education,Suite,2,3,2,4,2,2.6
Nikhil,35,Male,Yes,407,3,Vacation,Suite,4,3,5,1,1,2.8
Isha,60,Female,No,406,2,Education,Double Room,3,1,1,4,1,2
Siddharth,56,Male,Yes,502,1,Vacation,Single Room,1,2,2,3,2,2
Bhavna,25,Female,Yes,906,3,Travel,Suite,5,2,3,3,5,3.6
Naveen,62,Male,Yes,606,2,Travel,Double Room,4,1,5,1,4,3
Akhil,69,Male,No,1007,3,Travel,Suite,3,4,4,4,1,3.2
Naina,53,Female,No,209,3,Travel,Suite,5,4,2,1,4,3.2
Raghav,54,Male,Yes,603,1,Travel,Single Room,1,2,5,1,4,2.6
Pankaj,58,Male,Yes,303,2,Education,Single Room,3,5,2,3,5,3.6
Diya,64,Female,No,1010,3,Business,Suite,4,4,2,1,2,2.6
Vivaan,66,Male,No,1006,3,Education,Suite,5,3,4,4,2,3.6
Vinod,60,Male,No,702,1,Business,Single Room,4,1,5,3,2,3
Kabir,65,Male,Yes,407,3,Business,Suite,2,5,5,4,2,3.6
Rahul,42,Male,No,801,1,Vacation,Single Room,2,4,5,4,5,4
Arnav,54,Male,No,505,2,Vacation,Double Room,5,4,1,2,5,3.4
Sunita,44,Female,Yes,905,4,Travel,Suite,5,4,4,5,5,4.6
Ramu,42,Male,No,1009,3,Travel,Suite,2,1,4,1,1,1.8
Siddharth,50,Male,Yes,208,2,Travel,Double Room,2,4,5,1,4,3.2
Vivaan,46,Male,Yes,703,2,Business,Single Room,1,3,5,3,1,2.6
Naina,57,Female,No,702,1,Education,Single Room,5,3,4,1,1,2.8
Siddharth,64,Male,Yes,607,3,Education,Suite,4,3,2,5,4,3.6
Meera,44,Female,Yes,507,3,Education,Suite,5,2,3,5,2,3.4
Swati,50,Female,No,706,2,Business,Double Room,5,3,5,1,2,3.2
Indira,47,Female,No,306,2,Business,Double Room,4,5,2,3,3,3.4
Deepika,38,Female,Yes,304,2,Business,Single Room,5,2,1,4,1,2.6
Arnav,58,Male,Yes,408,3,Business,Suite,1,3,4,2,1,2.2
Isha,23,Female,Yes,403,1,Business,Single Room,1,1,5,3,5,3
Nisha,35,Female,Yes,704,1,Travel,Single Room,4,1,2,5,5,3.4
Anil,54,Male,No,1005,3,Vacation,Suite,3,5,3,5,3,3.8
Swati,24,Female,No,407,3,Vacation,Suite,5,5,1,5,3,3.8
Arnav,43,Male,Yes,109,2,Vacation,Double Room,2,1,3,1,2,1.8
Palak,32,Female,Yes,901,1,Vacation,Single Room,5,2,3,4,2,3.2
Rohit,25,Female,No,206,2,Business,Double Room,2,4,4,3,5,3.6
Vihaan,44,Male,Yes,701,1,Vacation,Single Room,3,1,2,2,3,2.2
Mehul,63,Male,No,806,3,Education,Suite,1,3,2,5,1,2.4
Vinod,47,Male,Yes,706,3,Education,Double Room,1,2,4,1,3,2.2
Rana,56,Male,Yes,803,2,Business,Double Room,5,3,3,4,3,3.6
Bhavna,48,Female,No,401,1,Business,Single Room,2,5,1,3,4,3
Krishna,51,Male,No,701,1,Vacation,Single Room,1,2,4,3,2,2.4
Sanjay,18,Male,Yes,107,3,Vacation,Double Room,1,2,3,2,1,1.8
Ramu,60,Female,Yes,507,3,Business,Suite,3,5,1,2,4,3
Suman,61,Female,Yes,1005,3,Travel,Suite,1,1,5,1,1,1.8
Vivek,70,Male,No,601,1,Education,Single Room,3,5,3,4,1,3.2
Akash,62,Male,Yes,705,3,Business,Double Room,5,2,5,3,1,3.2
Ritika,26,Female,Yes,805,3,Vacation,Suite,2,5,5,3,1,3.2
Vivek,25,Male,No,506,2,Business,Double Room,5,5,1,2,4,3.4
Sarika,45,Female,Yes,1006,3,Business,Suite,5,4,4,3,3,3.8
Kiran,40,Female,Yes,1001,2,Travel,Single Room,1,2,1,4,1,1.8
Rashmi,46,Female,No,209,3,Business,Suite,1,5,2,1,1,2
Vijay,41,Male,No,305,1,Business,Single Room,5,2,1,2,2,2.4
Rajesh,62,Male,Yes,108,3,Business,Double Room,3,4,4,2,5,3.6
Akhil,27,Male,No,502,1,Vacation,Single Room,5,4,5,1,5,4
Sneha,34,Female,No,601,1,Vacation,Single Room,3,3,4,5,1,3.2
Nikhil,18,Male,No,1002,1,Travel,Single Room,5,5,1,2,1,2.8
Keshav,19,Male,No,608,3,Vacation,Suite,2,5,2,3,1,2.6
Parvati,26,Female,No,506,2,Vacation,Double Room,3,1,5,1,3,2.6
Tanya,52,Female,No,110,2,Education,Double Room,5,2,1,4,2,2.8
Suman,61,Female,Yes,607,3,Business,Suite,3,2,2,4,3,2.8
Shivani,23,Female,Yes,307,2,Travel,Double Room,4,3,1,3,1,2.4
Preeti,44,Female,Yes,110,3,Business,Double Room,4,3,2,4,1,2.8
Shreya,41,Female,No,1010,3,Business,Suite,5,3,4,5,5,4.4
Indira,34,Female,No,202,1,Travel,Single Room,3,1,1,1,2,1.6
Nisha,31,Female,No,305,1,Vacation,Single Room,1,5,2,1,1,2
Bhavna,65,Female,No,310,3,Business,Suite,3,4,2,4,1,2.8
Varun,46,Male,Yes,203,1,Business,Single Room,4,2,4,1,4,3
Nandini,54,Female,Yes,108,3,Vacation,Double Room,5,2,3,2,3,3
Sharad,55,Male,No,403,1,Vacation,Single Room,3,4,4,4,4,3.8
Pradeep,44,Male,No,607,3,Travel,Suite,3,1,5,4,3,3.2
Smita,40,Female,Yes,805,4,Education,Suite,2,3,3,1,4,2.6
Vishal,57,Male,No,402,1,Travel,Single Room,1,1,1,2,1,1.2
Kavita,32,Female,No,503,1,Business,Single Room,5,1,4,1,2,2.6
Keshav,18,Male,Yes,103,2,Travel,Single Room,3,5,5,2,5,4
Gaurav,19,Female,Yes,906,3,Education,Suite,1,4,4,5,3,3.4
Ritika,24,Female,Yes,208,3,Travel,Double Room,2,1,1,1,4,1.8
Kiran,21,Female,Yes,1005,4,Education,Suite,1,2,3,2,1,1.8
Arnav,51,Male,No,102,1,Travel,Single Room,5,4,1,4,2,3.2
Dinesh,51,Male,Yes,506,3,Travel,Double Room,3,5,1,3,2,2.8
Rohit,40,Female,No,310,3,Travel,Suite,4,5,5,1,2,3.4
Harshit,31,Male,Yes,606,3,Vacation,Double Room,1,2,2,4,5,2.8
Palak,29,Female,Yes,603,2,Travel,Single Room,3,2,5,3,4,3.4
Arnav,61,Male,No,1002,1,Travel,Single Room,5,1,3,2,2,2.6
Rashmi,59,Female,Yes,405,3,Education,Double Room,5,2,4,4,3,3.6
Lalit,27,Male,Yes,708,3,Vacation,Suite,3,3,5,2,1,2.8
Gaurav,28,Female,No,708,3,Travel,Suite,3,4,5,3,3,3.6
Pankaj,36,Male,Yes,104,2,Education,Single Room,3,2,4,4,3,3.2
Meera,60,Female,Yes,507,3,Travel,Suite,3,3,2,1,2,2.2
Pankaj,59,Male,No,803,2,Education,Double Room,3,2,3,4,3,3
Gaurav,61,Female,Yes,606,3,Business,Double Room,4,1,2,4,5,3.2
Vivek,62,Male,Yes,903,3,Travel,Double Room,1,4,2,5,2,2.8
Aditi,34,Female,Yes,605,2,Education,Double Room,5,4,4,4,2,3.8
Indira,48,Female,No,507,3,Education,Suite,5,5,3,2,3,3.6
Shreya,43,Male,Yes,803,3,Business,Double Room,1,4,4,4,5,3.6
Kiran,64,Female,Yes,105,2,Business,Single Room,4,2,2,3,5,3.2
Aryan,32,Male,Yes,307,2,Education,Double Room,2,4,5,3,1,3
Manish,60,Male,No,309,3,Vacation,Suite,1,4,5,3,4,3.4
Ramu,50,Male,Yes,1010,4,Vacation,Suite,3,1,3,5,1,2.6
Krishna,48,Male,No,906,3,Business,Suite,2,3,4,4,1,2.8
Kabir,56,Male,No,803,2,Vacation,Double Room,4,5,5,1,2,3.4
Smita,25,Female,No,408,3,Education,Suite,2,3,2,2,4,2.6
Meera,24,Female,Yes,1005,4,Education,Suite,2,3,1,2,3,2.2
Ananya,24,Female,No,1003,2,Travel,Double Room,1,5,4,1,4,3
Sharad,41,Male,No,1003,2,Vacation,Double Room,5,5,3,4,1,3.6
Shreya,60,Female,Yes,601,1,Vacation,Single Room,3,2,4,3,5,3.4
Neha,33,Female,No,905,3,Vacation,Suite,5,1,4,4,5,3.8
Isha,45,Female,No,502,1,Education,Single Room,2,5,5,3,1,3.2
Suman,70,Female,No,901,1,Education,Single Room,4,3,2,3,4,3.2
Aarav,25,Male,Yes,404,1,Education,Single Room,1,4,4,1,3,2.6
Ramu,59,Female,No,701,1,Business,Single Room,1,3,2,5,1,2.4
Naveen,28,Female,No,607,3,Business,Suite,4,3,3,4,1,3
Vivek,51,Male,No,208,2,Education,Double Room,1,2,5,2,2,2.4
Rahul,37,Male,No,604,1,Education,Single Room,4,5,2,1,3,3
Manish,25,Male,No,1006,3,Travel,Suite,2,2,5,2,5,3.2
Nikhil,35,Male,No,303,1,Education,Single Room,4,4,2,5,3,3.6
Anjali,61,Female,No,505,2,Education,Double Room,1,2,4,4,1,2.4
Deepak,29,Male,No,507,3,Vacation,Suite,3,4,2,2,3,2.8
Vikas,45,Male,Yes,507,3,Travel,Suite,5,3,2,3,3,3.2
Neha,40,Female,No,603,1,Education,Single Room,1,3,5,4,3,3.2
Smita,61,Female,No,1002,1,Business,Single Room,4,2,4,1,1,2.4
Anjali,40,Female,Yes,803,2,Travel,Double Room,5,2,2,4,5,3.6
Tanya,47,Female,Yes,203,1,Travel,Single Room,2,4,5,4,3,3.6
Anil,47,Male,Yes,1010,4,Business,Suite,4,3,1,3,2,2.6
Lalit,49,Male,No,601,1,Travel,Single Room,5,1,5,5,2,3.6
Geeta,65,Female,Yes,904,2,Business,Double Room,5,5,4,4,5,4.6
Shreya,49,Male,Yes,601,2,Education,Single Room,2,1,3,5,1,2.4
Parvati,27,Female,Yes,406,2,Vacation,Double Room,2,5,2,5,1,3
Harshit,22,Male,No,308,2,Vacation,Double Room,1,1,5,3,3,2.6
Shivani,30,Female,No,1007,3,Education,Suite,4,5,4,2,3,3.6
Vishal,60,Male,Yes,201,1,Travel,Single Room,2,2,4,3,1,2.4
Riya,57,Female,No,101,1,Vacation,Single Room,2,3,4,1,3,2.6
Swati,65,Female,Yes,302,2,Travel,Single Room,3,2,1,2,2,2
Deepika,48,Female,No,209,3,Vacation,Suite,3,4,4,1,3,3
Pooja,50,Female,Yes,905,4,Travel,Suite,5,3,4,2,1,3
Naina,50,Female,Yes,507,3,Vacation,Suite,5,5,2,2,1,3
Sai,44,Male,No,202,1,Travel,Single Room,4,3,2,2,1,2.4
Ramu,56,Male,No,704,1,Business,Single Room,4,4,2,4,1,3
Palak,49,Female,Yes,407,4,Vacation,Suite,3,3,4,3,4,3.4
Sunita,63,Female,No,203,1,Travel,Single Room,1,2,3,5,3,2.8
Aditi,57,Female,Yes,905,4,Vacation,Suite,2,4,5,2,2,3
Geeta,25,Female,Yes,805,3,Vacation,Suite,5,4,4,1,5,3.8
Harsha,32,Female,No,507,3,Education,Suite,3,2,3,1,1,2
Ravi,45,Male,Yes,707,4,Business,Suite,4,4,3,4,2,3.4
Nisha,38,Female,Yes,104,2,Business,Single Room,2,5,5,4,3,3.8
Neha,20,Female,No,307,2,Travel,Double Room,4,3,1,4,1,2.6
Sharad,66,Male,No,901,1,Business,Single Room,3,5,1,2,5,3.2
Aishwarya,41,Female,Yes,1010,4,Education,Suite,1,2,3,1,4,2.2
Priya,24,Female,No,210,3,Travel,Suite,3,4,4,5,4,4
Vinod,20,Male,No,901,1,Vacation,Single Room,4,2,2,1,1,2
Kiran,66,Female,Yes,209,4,Travel,Suite,2,5,1,2,2,2.4
Aarav,39,Male,No,703,1,Business,Single Room,5,2,4,2,5,3.6
Krishna,36,Male,No,607,3,Education,Suite,2,2,5,4,2,3
Shivani,64,Female,Yes,110,3,Vacation,Double Room,5,5,5,4,5,4.8
Naveen,57,Male,Yes,1004,3,Travel,Double Room,4,2,3,4,2,3
Rachit,45,Male,No,109,2,Education,Double Room,3,4,3,2,5,3.4
Gaurav,65,Female,Yes,904,3,Education,Double Room,3,3,4,2,2,2.8
Vinod,32,Male,No,302,1,Education,Single Room,3,3,2,2,3,2.6
Tanvi,22,Female,No,804,2,Education,Double Room,3,5,3,4,3,3.6
Smita,25,Female,No,303,1,Vacation,Single Room,2,4,1,4,2,2.6
Raj,26,Male,Yes,706,3,Travel,Double Room,2,2,2,3,2,2.2
Diya,28,Female,Yes,307,2,Travel,Double Room,4,5,2,2,5,3.6
Gaurav,35,Female,No,104,1,Education,Single Room,2,4,1,1,3,2.2
Amit,45,Male,No,305,1,Travel,Single Room,2,3,4,1,1,2.2
Parvati,67,Female,Yes,502,1,Travel,Single Room,3,3,3,3,3,3
Karthik,25,Male,No,906,3,Education,Suite,2,1,5,2,1,2.2
Priya,63,Female,Yes,207,2,Vacation,Double Room,3,2,1,1,5,2.4
Vishal,58,Male,No,107,2,Travel,Double Room,2,5,4,4,1,3.2
Raghav,29,Male,Yes,605,3,Education,Double Room,2,1,5,1,3,2.4
Seema,67,Female,No,1005,3,Travel,Suite,1,5,3,2,5,3.2
Akash,20,Male,No,506,2,Vacation,Double Room,4,2,4,3,5,3.6
Lakshmi,67,Female,No,1004,2,Travel,Double Room,2,2,2,2,2,2
Priya,69,Female,No,702,1,Business,Single Room,4,5,3,3,5,4
Bhavna,18,Female,No,806,3,Travel,Suite,5,1,1,4,5,3.2
Sharad,58,Male,No,1010,3,Vacation,Suite,2,4,1,1,2,2
Sanjay,56,Male,No,607,3,Education,Suite,5,3,2,2,3,3
Tanya,30,Female,No,1006,3,Education,Suite,3,3,3,1,1,2.2
Manish,24,Male,Yes,705,2,Vacation,Double Room,3,4,3,2,1,2.6
Anil,30,Male,Yes,506,2,Business,Double Room,1,2,5,1,3,2.4
Shivani,54,Female,Yes,702,1,Education,Single Room,4,5,1,3,3,3.2
Sameer,22,Male,Yes,1008,4,Travel,Suite,4,4,4,4,1,3.4
Rajesh,48,Male,Yes,804,3,Travel,Double Room,4,3,1,2,3,2.6
Palak,30,Female,Yes,902,2,Vacation,Single Room,4,5,5,5,4,4.6
Krishna,59,Male,Yes,109,2,Business,Double Room,5,5,5,3,2,4
Aarav,45,Male,Yes,903,3,Business,Double Room,5,5,3,5,3,4.2
Sai,57,Male,Yes,207,2,Business,Double Room,5,5,3,4,2,3.8
Manish,29,Male,Yes,507,3,Vacation,Suite,2,1,5,3,1,2.4
Suman,36,Female,Yes,301,2,Business,Single Room,1,3,5,2,2,2.6
Rajesh,68,Male,No,206,2,Vacation,Double Room,5,5,1,3,2,3.2
Leela,58,Female,Yes,405,3,Business,Double Room,3,2,5,1,2,2.6
Aarav,62,Male,No,708,3,Education,Suite,1,2,1,4,3,2.2
Raghav,66,Male,Yes,307,3,Travel,Double Room,4,5,5,2,4,4
Shreya,37,Female,No,406,2,Business,Double Room,3,3,5,4,5,4
Vinod,56,Male,No,406,2,Education,Double Room,4,1,1,2,5,2.6
Aditi,48,Female,No,401,1,Business,Single Room,3,1,5,1,4,2.8
Vinod,18,Male,Yes,303,2,Education,Single Room,2,2,3,5,4,3.2
Seema,35,Female,No,105,1,Education,Single Room,2,2,4,4,1,2.6
Akash,57,Male,No,703,1,Travel,Single Room,3,1,3,2,3,2.4
Rahul,70,Male,Yes,106,3,Business,Double Room,1,4,2,4,5,3.2
Naveen,62,Male,Yes,210,4,Travel,Suite,1,2,5,4,2,2.8
Shivani,45,Female,Yes,104,2,Travel,Single Room,4,5,2,5,2,3.6
Vikas,45,Male,No,503,1,Travel,Single Room,2,5,4,4,3,3.6
Sonia,25,Female,No,1005,3,Vacation,Suite,3,5,2,2,5,3.4
Pankaj,38,Male,Yes,405,3,Business,Double Room,1,3,2,3,1,2
Dinesh,18,Male,No,507,3,Vacation,Suite,1,5,5,2,2,3
Aditya,22,Male,Yes,602,1,Travel,Single Room,5,3,3,3,4,3.6
Sonia,25,Female,No,203,1,Travel,Single Room,3,1,4,3,3,2.8
Neha,24,Female,No,307,2,Business,Double Room,5,4,3,5,1,3.6
Keshav,53,Male,No,302,1,Vacation,Single Room,1,4,4,4,2,3
Vinod,49,Male,Yes,1010,4,Education,Suite,4,1,5,5,5,4
Naveen,38,Male,No,906,3,Business,Suite,2,2,3,1,1,1.8
Nisha,60,Female,Yes,905,3,Travel,Suite,2,2,3,1,3,2.2
Rajesh,60,Male,No,303,1,Business,Single Room,1,2,5,5,3,3.2
Mehul,48,Male,Yes,801,1,Education,Single Room,3,4,3,3,5,3.6
Kabir,31,Male,Yes,905,3,Business,Suite,1,5,2,5,2,3
Mahesh,42,Female,No,708,3,Vacation,Suite,3,1,1,1,1,1.4
Rachit,67,Male,No,708,3,Education,Suite,3,4,3,2,2,2.8
Raghav,30,Male,Yes,404,2,Travel,Single Room,2,5,2,2,3,2.8
Kavita,53,Female,No,1006,3,Vacation,Suite,1,5,3,4,2,3
Puja,53,Female,No,507,3,Education,Suite,2,1,1,3,3,2
Aishwarya,40,Female,No,107,2,Business,Double Room,1,5,4,4,3,3.4
Shreya,44,Male,Yes,108,2,Business,Double Room,1,4,2,3,5,3
Neha,69,Female,Yes,102,1,Education,Single Room,1,1,3,2,5,2.4
Harish,20,Male,Yes,406,3,Vacation,Double Room,3,3,4,1,3,2.8
Palak,33,Female,No,1008,3,Business,Suite,5,4,3,2,1,3
Harsha,54,Female,Yes,1008,3,Vacation,Suite,5,4,4,3,1,3.4
Bhavna,62,Female,No,604,1,Business,Single Room,3,1,3,1,2,2
Priya,49,Female,Yes,206,2,Vacation,Double Room,4,1,1,1,5,2.4
Rohan,54,Male,Yes,206,3,Travel,Double Room,1,2,2,1,4,2
Riya,40,Female,Yes,103,1,Travel,Single Room,2,4,4,4,5,3.8
Kabir,49,Male,Yes,306,2,Vacation,Double Room,1,5,3,2,4,3
Nandini,35,Female,No,905,3,Education,Suite,2,3,1,5,4,3
Bharat,59,Male,Yes,1004,2,Business,Double Room,1,4,5,5,2,3.4
Sanjay,50,Male,No,802,1,Travel,Single Room,2,1,3,1,5,2.4
Amit,39,Male,No,904,2,Travel,Double Room,3,5,5,3,1,3.4
Ramu,53,Female,No,904,2,Travel,Double Room,5,2,5,2,3,3.4
Rashmi,48,Female,No,301,1,Travel,Single Room,2,4,3,3,2,2.8
Riya,24,Female,No,205,1,Vacation,Single Room,4,5,1,1,4,3
Bharat,43,Male,Yes,1001,1,Vacation,Single Room,4,4,4,5,1,3.6
Anushka,66,Female,Yes,106,3,Travel,Double Room,1,2,2,2,4,2.2
Rohan,57,Male,Yes,904,3,Vacation,Double Room,3,1,5,3,2,2.8
Smita,55,Female,No,303,1,Business,Single Room,5,4,5,3,1,3.6
Kavita,64,Female,Yes,505,3,Vacation,Double Room,4,4,2,2,5,3.4
Priya,20,Female,No,507,3,Travel,Suite,5,5,3,5,1,3.8
Puja,58,Female,Yes,605,3,Education,Double Room,3,1,4,5,1,2.8
Harsha,19,Female,Yes,1007,4,Business,Suite,3,3,4,5,5,4
Manish,18,Male,Yes,705,3,Vacation,Double Room,3,5,4,2,3,3.4
Aditi,61,Female,Yes,602,2,Business,Single Room,3,3,3,4,1,2.8
Rohan,54,Male,Yes,1004,2,Vacation,Double Room,5,5,4,3,2,3.8
Dinesh,70,Male,Yes,303,1,Business,Single Room,3,3,3,3,4,3.2
Ritika,57,Female,No,408,3,Business,Suite,1,2,3,1,3,2
Sharad,50,Male,No,707,3,Vacation,Suite,4,5,2,3,2,3.2
Ananya,51,Female,No,608,3,Business,Suite,5,2,5,4,5,4.2
Shivani,63,Female,Yes,310,4,Education,Suite,2,2,2,2,5,2.6
Kabir,22,Male,No,1005,3,Business,Suite,2,3,5,5,5,4
Ramu,44,Female,Yes,1007,3,Travel,Suite,5,5,3,3,2,3.6
Siddharth,39,Male,No,707,3,Business,Suite,1,5,4,3,3,3.2
Naveen,36,Male,No,305,1,Travel,Single Room,1,4,5,3,4,3.4
Aishwarya,59,Female,No,706,2,Vacation,Double Room,5,4,5,4,1,3.8
Ajay,52,Male,No,406,2,Education,Double Room,3,4,1,5,2,3
Indira,63,Female,No,101,1,Business,Single Room,5,3,4,5,3,4
Sonia,55,Female,No,705,2,Business,Double Room,2,5,3,5,1,3.2
Sharad,36,Male,No,407,3,Education,Suite,2,1,4,5,1,2.6
Vivek,55,Male,Yes,501,1,Business,Single Room,5,2,5,3,3,3.6
Rohan,67,Male,No,607,3,Travel,Suite,1,1,2,5,5,2.8
Vihaan,41,Male,No,507,3,Vacation,Suite,5,5,3,1,4,3.6
Meera,40,Female,Yes,404,1,Vacation,Single Room,1,5,2,2,1,2.2
Rana,58,Male,No,802,1,Business,Single Room,4,3,1,4,1,2.6
Diya,49,Female,Yes,207,2,Travel,Double Room,1,1,5,5,2,2.8
Harsha,52,Female,Yes,403,1,Business,Single Room,3,3,4,4,2,3.2
Aditi,42,Female,No,707,3,Vacation,Suite,1,3,2,1,5,2.4
Tanvi,55,Female,No,403,1,Travel,Single Room,2,3,2,1,2,2
Karthik,43,Male,No,101,1,Travel,Single Room,4,5,3,5,4,4.2
Aditi,41,Female,Yes,105,1,Business,Single Room,3,5,2,4,1,3
Ritika,65,Female,No,308,2,Travel,Double Room,2,2,4,5,1,2.8
Lalit,48,Male,Yes,702,2,Travel,Single Room,2,1,5,1,3,2.4
Aarav,53,Male,Yes,304,1,Vacation,Single Room,2,1,3,4,1,2.2
Parvati,44,Female,Yes,407,3,Vacation,Suite,4,1,2,2,3,2.4
Vivek,65,Male,Yes,408,4,Education,Suite,5,2,5,5,4,4.2
Mahesh,21,Female,Yes,803,2,Vacation,Double Room,2,2,1,4,2,2.2
Naina,62,Female,No,204,1,Vacation,Single Room,3,2,5,1,1,2.4
Lalit,21,Male,No,806,3,Travel,Suite,5,1,2,1,2,2.2
Mahesh,28,Female,No,401,1,Education,Single Room,2,3,2,3,3,2.6
Vihaan,64,Male,Yes,906,4,Education,Suite,5,4,3,1,5,3.6
Shreya,54,Female,Yes,902,1,Vacation,Single Room,1,5,2,4,5,3.4
Vinod,56,Male,Yes,203,1,Vacation,Single Room,4,5,2,3,1,3
Ritika,54,Female,Yes,310,4,Education,Suite,3,1,2,4,3,2.6
Palak,25,Female,No,606,2,Education,Double Room,5,2,3,1,1,2.4
Harsha,47,Female,Yes,505,2,Vacation,Double Room,4,5,3,3,1,3.2
Sharad,38,Male,Yes,1006,3,Vacation,Suite,1,5,3,3,2,2.8
Kiran,57,Female,No,506,2,Business,Double Room,4,5,4,5,4,4.4
Swati,57,Female,No,606,2,Travel,Double Room,4,4,4,2,1,3
Krishna,47,Male,Yes,508,4,Vacation,Suite,5,3,3,5,1,3.4
Diya,35,Female,No,802,1,Education,Single Room,3,2,4,2,5,3.2
Swati,49,Female,Yes,508,4,Travel,Suite,4,5,2,5,2,3.6
Raghav,29,Male,Yes,105,2,Business,Single Room,2,1,1,3,2,1.8
Karthik,35,Male,No,307,2,Vacation,Double Room,3,5,4,4,2,3.6
Krishna,63,Male,No,601,1,Vacation,Single Room,1,2,1,5,3,2.4
Sameer,41,Male,Yes,608,3,Travel,Suite,1,5,2,1,5,2.8
Vinod,67,Male,Yes,210,3,Business,Suite,2,5,2,5,5,3.8
Rohit,50,Female,Yes,1008,3,Business,Suite,5,5,1,5,4,4
Kavita,55,Female,No,805,3,Vacation,Suite,2,3,1,4,3,2.6
Geeta,54,Female,No,605,2,Vacation,Double Room,2,2,3,5,3,3
Vishal,69,Male,Yes,803,3,Travel,Double Room,3,5,1,4,1,2.8
Ritika,67,Female,No,1010,3,Travel,Suite,3,1,1,3,1,1.8
Raghav,48,Male,No,308,2,Education,Double Room,2,3,1,4,2,2.4
Leela,63,Female,No,1001,1,Business,Single Room,4,1,1,1,5,2.4
Riya,33,Female,No,501,1,Education,Single Room,2,1,2,1,1,1.4
Parvati,39,Female,No,602,1,Vacation,Single Room,3,4,2,5,4,3.6
Sameer,45,Male,No,805,3,Travel,Suite,3,2,4,5,5,3.8
Sharad,20,Male,Yes,803,3,Vacation,Double Room,5,4,3,3,4,3.8
Sneha,67,Female,No,903,2,Business,Double Room,1,1,5,1,1,1.8
Ajay,39,Male,No,903,2,Travel,Double Room,1,5,2,1,3,2.4
Vijay,23,Male,No,702,1,Vacation,Single Room,5,5,1,3,1,3
Rohit,23,Female,No,906,3,Education,Suite,2,3,4,1,1,2.2
Ritika,45,Female,No,605,2,Education,Double Room,4,1,1,2,5,2.6
Ritika,26,Female,Yes,304,2,Business,Single Room,2,3,1,2,1,1.8
Arnav,51,Male,Yes,310,3,Business,Suite,4,4,5,3,5,4.2
Anil,55,Male,Yes,105,2,Travel,Single Room,2,1,4,4,2,2.6
Rashmi,22,Female,Yes,109,3,Education,Double Room,5,4,4,2,2,3.4
Anil,27,Male,Yes,505,3,Business,Double Room,2,3,5,3,1,2.8
Palak,56,Female,No,403,1,Education,Single Room,3,2,4,1,5,3
Diya,42,Female,No,107,2,Education,Double Room,1,5,4,4,4,3.6
Bhavna,47,Female,No,106,2,Vacation,Double Room,5,5,2,5,4,4.2
Palak,48,Female,Yes,503,2,Business,Single Room,4,4,3,3,4,3.6
Nisha,28,Female,Yes,407,3,Education,Suite,3,2,5,1,3,2.8
Ramu,69,Female,No,108,2,Vacation,Double Room,1,1,1,3,3,1.8
Anjali,66,Female,No,504,1,Vacation,Single Room,1,5,1,1,1,1.8
Kavita,27,Female,No,601,1,Vacation,Single Room,1,4,1,5,1,2.4
Naveen,23,Female,No,407,3,Travel,Suite,1,2,1,2,1,1.4
